# 생성기: scripts/gen_metric_gold_mapping.py | 측정일: 2026-08-10
# 본 파일은 자동 생성물입니다. 직접 수정 금지 — 생성기 scripts/gen_metric_gold_mapping.py 수정 후 재실행하세요.

## 지표 → GOLD 매핑 (215)
지표#,구분,지표명,유형,소스,단위,GOLD_배속,GOLD_매핑(물리컬럼/SV base),SILVER_원천,BRONZE_원천,정본_계산식,상태,상태_근거
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,이벤트 참여 횟수 - 전체 *(중복)*,CRM,숫자(회계),(215밖),FACT_EVENT_PARTICIPATION.PARTICIPATION_TIMES,,필드인벤토리~
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,이벤트명,CRM,문자,(215밖),DIM_EVENT.EVENT_NAME,,필드인벤토리·별칭등록부
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,참여자수,CRM,숫자,(215밖),FACT_EVENT_PARTICIPATION.PARTICIPANT_CNT,,필드인벤토리
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,이벤트 구분,CRM,문자,(215밖),DIM_EVENT.EVENT_CATEGORY,,필드인벤토리·별칭등록부
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,이벤트 구분 *(중복)*,CRM,문자,(215밖),DIM_EVENT.EVENT_CATEGORY,,필드인벤토리·별칭등록부
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,참여경로,CRM,문자,(215밖),FACT_EVENT_PARTICIPATION.PART_PATH,,필드인벤토리
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,참여경로 *(중복)*,CRM,문자,(215밖),FACT_EVENT_PARTICIPATION.PART_PATH,,필드인벤토리
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,참여채널,CRM,문자,(215밖),FACT_EVENT_PARTICIPATION.PART_CHANNEL,,필드인벤토리
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,참여채널 *(중복)*,CRM,문자,(215밖),FACT_EVENT_PARTICIPATION.PART_CHANNEL,,필드인벤토리
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,당첨여부,CRM,문자,(215밖),FACT_EVENT_PARTICIPATION.WIN_FLAG,,필드인벤토리
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,이벤트구분,CRM,문자,(215밖),DIM_EVENT.EVENT_CATEGORY,,필드인벤토리·별칭등록부
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,이벤트명 *(중복)*,CRM,문자,(215밖),DIM_EVENT.EVENT_NAME,,필드인벤토리·별칭등록부
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,법인,CRM,문자,공114,DIM_ORG.CORP,,필드인벤토리
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,회원번호,CRM,숫자,,DIM_MEMBER.MEMBER_DK,,교정등록부(WRONG_DIM)
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,연령,CRM,숫자,(215밖),DIM_MEMBER.AGE_BAND,,필드인벤토리·별칭등록부
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,성별,CRM,문자,공130,DIM_MEMBER,,지표사전
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,지역,CRM,문자,공131,DIM_MEMBER.REGION,,필드인벤토리
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,최초캠페인,CRM,문자,공29,DIM_MEMBER.FIRST_CAMPAIGN,,필드인벤토리
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,최근캠페인,CRM,문자,공120,DIM_CAMPAIGN,,지표사전~
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,후원사업,CRM,문자,,FACT_MEMBER_FEE.SPONSORSHIP_SK (회비) / DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK (획득),,교정등록부(OPENED_O45)
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,회원상태,CRM,문자,공132,DIM_MEMBER,,지표사전
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,최근참여일,CRM,날짜,,(미매칭 — GOLD 물리·SV 대응 미확인),,(미매칭)
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,참여 횟수,CRM,숫자(회계),(215밖),FACT_EVENT_PARTICIPATION.PARTICIPATION_TIMES,,필드인벤토리
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,후원금액,CRM,숫자(회계),(215밖),DIM_MEMBER_ACQUISITION.ACQ_SPNSR_AMT,,필드인벤토리~
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,참여채널 *(중복)*,CRM,문자,(215밖),FACT_EVENT_PARTICIPATION.PART_CHANNEL,,필드인벤토리
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,참여경로 *(중복)*,CRM,문자,(215밖),FACT_EVENT_PARTICIPATION.PART_PATH,,필드인벤토리
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,참여상태,CRM,문자,(215밖),FACT_EVENT_PARTICIPATION.PART_STATUS,,필드인벤토리
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · GA 필드,세션수,GA,숫자(회계),공97,FACT_GA_BEHAVIOR.SESSION_CNT,,필드인벤토리~
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · GA 필드,이탈률,GA,숫자(회계),공108,FACT_GA_BEHAVIOR.BOUNCE_RATE,,필드인벤토리
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · GA 필드,평균 세션시간,GA,숫자(회계),공98,FACT_GA_BEHAVIOR.AVG_SESSION_DURATION,,필드인벤토리
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · GA 필드,세션캠페인,GA,문자,공102,FACT_GA_BEHAVIOR.CAMPAIGN_SK,,필드인벤토리
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · GA 필드,세션수동콘텐츠,GA,문자,공103,DIM_GA_SOURCE.UTM_CONTENT,,필드인벤토리·별칭등록부
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · GA 필드,세션수동검색어,GA,문자,공104,DIM_GA_SOURCE.UTM_TERM,,필드인벤토리
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · GA 필드,페이지경로,GA,URL(회원번호포함),공105,FACT_GA_BEHAVIOR.PAGE_PATH,,필드인벤토리~
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · GA 필드,페이지위치,GA,"URL(UTM, 회원번호숫자포함)",공106,FACT_GA_BEHAVIOR.PAGE_LOCATION,,필드인벤토리
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · GA 필드,event_category,GA,문자,공99,DIM_GA_EVENT,,지표사전
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · GA 필드,event_label,GA,문자,공100,DIM_GA_EVENT,,지표사전
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · GA 필드,event_action,GA,문자,공101,DIM_GA_EVENT,,지표사전
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,행사구분,CRM,문자,(215밖),DIM_EVENT.EVENT_CATEGORY,,필드인벤토리
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,행사명,CRM,문자,(215밖),DIM_EVENT.EVENT_NAME,,필드인벤토리
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,행사기간,CRM,날짜,(215밖),DIM_EVENT.EVENT_START_DATE,,필드인벤토리~
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,모집인원,CRM,숫자,(215밖),FACT_EVENT_PARTICIPATION.RECRUIT_CNT,,필드인벤토리
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,총 인원,CRM,숫자,(215밖),FACT_EVENT_PARTICIPATION.TOTAL_CNT,,필드인벤토리
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,대기인원,CRM,숫자,(215밖),FACT_EVENT_PARTICIPATION.WAIT_CNT,,필드인벤토리
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,취소인원,CRM,숫자,(215밖),FACT_EVENT_PARTICIPATION.CANCEL_CNT,,필드인벤토리
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,신청확정인원,CRM,숫자,(215밖),FACT_EVENT_PARTICIPATION.CONFIRM_CNT,,필드인벤토리
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,참여인원,CRM,숫자,(215밖),FACT_EVENT_PARTICIPATION.PARTICIPATE_CNT,,필드인벤토리
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,불참인원,CRM,숫자,(215밖),FACT_EVENT_PARTICIPATION.ABSENT_CNT,,필드인벤토리
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,행사명 *(중복)*,CRM,문자,(215밖),DIM_EVENT.EVENT_NAME,,필드인벤토리
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,신청일자,CRM,날짜,,(미매칭 — GOLD 물리·SV 대응 미확인),,(미매칭)
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,법인구분,CRM,문자,공114,DIM_ORG.CORP,,필드인벤토리·별칭등록부
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,회원번호,CRM,숫자,,DIM_MEMBER.MEMBER_DK,,교정등록부(WRONG_DIM)
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,회원상태,CRM,문자,공132,DIM_MEMBER,,지표사전
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,참여상태,CRM,문자,(215밖),FACT_EVENT_PARTICIPATION.PART_STATUS,,필드인벤토리
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,본인참여,CRM,문자,(215밖),FACT_EVENT_PARTICIPATION.SELF_PART_FLAG,,필드인벤토리
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,후원사업명,CRM,문자,,FACT_MEMBER_FEE.SPONSORSHIP_SK (회비) / DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK (획득),,교정등록부(OPENED_O45)
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,후원금액,CRM,숫자(회계),(215밖),DIM_MEMBER_ACQUISITION.ACQ_SPNSR_AMT,,필드인벤토리~
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,신청경로,CRM,문자,(215밖),DIM_EVENT.APPLY_CHANNEL,,필드인벤토리
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,성별,CRM,문자,공130,DIM_MEMBER,,지표사전
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,연령,CRM,숫자,(215밖),DIM_MEMBER.AGE_BAND,,필드인벤토리·별칭등록부
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,대기횟수,CRM,숫자,(215밖),FACT_EVENT_PARTICIPATION.WAIT_TIMES,,필드인벤토리
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,불참횟수,CRM,숫자,(215밖),FACT_EVENT_PARTICIPATION.ABSENT_TIMES,,필드인벤토리
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,참여횟수,CRM,숫자,(215밖),FACT_EVENT_PARTICIPATION.PARTICIPATION_TIMES,,필드인벤토리
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,누적 신청 횟수,CRM,숫자,(215밖),FACT_EVENT_PARTICIPATION.CUM_APPLY_TIMES,,필드인벤토리
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,증액여부(Y/N),CRM,문자,(215밖),FACT_EVENT_PARTICIPATION.INCREASE_FLAG,,필드인벤토리~
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · CRM 필드,조회수,어드민 > 이벤트목록,숫자(회계),공96,FACT_GA_BEHAVIOR.VIEW_CNT,,필드인벤토리~
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · GA 필드,세션수,GA,숫자(회계),공97,FACT_GA_BEHAVIOR.SESSION_CNT,,필드인벤토리~
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · GA 필드,참여 세션수,GA,숫자(회계),(215밖),FACT_GA_BEHAVIOR.ENGAGED_SESSIONS,,필드인벤토리
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · GA 필드,이탈률,GA,숫자(회계),공108,FACT_GA_BEHAVIOR.BOUNCE_RATE,,필드인벤토리
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · GA 필드,평균 세션시간,GA,숫자(회계),공98,FACT_GA_BEHAVIOR.AVG_SESSION_DURATION,,필드인벤토리
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · GA 필드,세션캠페인,GA,문자,공102,FACT_GA_BEHAVIOR.CAMPAIGN_SK,,필드인벤토리
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · GA 필드,세션수동콘텐츠,GA,문자,공103,DIM_GA_SOURCE.UTM_CONTENT,,필드인벤토리·별칭등록부
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · GA 필드,세션수동검색어,GA,문자,공104,DIM_GA_SOURCE.UTM_TERM,,필드인벤토리
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · GA 필드,세션 소스/매체,GA,문자,공109,DIM_GA_SOURCE.SOURCE_MEDIUM,,필드인벤토리
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · GA 필드,페이지경로,GA,URL(회원번호포함),공105,FACT_GA_BEHAVIOR.PAGE_PATH,,필드인벤토리~
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · GA 필드,페이지위치,GA,"URL(UTM, 회원번호숫자포함)",공106,FACT_GA_BEHAVIOR.PAGE_LOCATION,,필드인벤토리
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · GA 필드,event_category,GA,문자,공99,DIM_GA_EVENT,,지표사전
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · GA 필드,event_label,GA,문자,공100,DIM_GA_EVENT,,지표사전
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · GA 필드,event_action,GA,문자,공101,DIM_GA_EVENT,,지표사전
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · GA 필드,이벤트수,GA,문자,공95,FACT_GA_BEHAVIOR.EVENT_CNT,,필드인벤토리~
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · GA 필드,활성사용자,GA,문자,공93,FACT_GA_BEHAVIOR.ACTIVE_USERS,,필드인벤토리~
3. 서비스,3-6. [회원] 참여콘텐츠분석보고 (문화이벤트) *일간기준 · GA 필드,총사용자,GA,문자,공94,FACT_GA_BEHAVIOR.TOTAL_USERS,,필드인벤토리~
3. 서비스,3-7. [회원] 앱참여수치분석보고 *월간기준 · 좌측 컬럼 (CRM/GA/어드민 혼합),홈페이지 ID,CRM,문자,(215밖),DIM_MEMBER_IDENTITY.HOMEPAGE_ID,,필드인벤토리
3. 서비스,3-7. [회원] 앱참여수치분석보고 *월간기준 · 좌측 컬럼 (CRM/GA/어드민 혼합),성별,CRM,문자,공130,DIM_MEMBER,,지표사전
3. 서비스,3-7. [회원] 앱참여수치분석보고 *월간기준 · 좌측 컬럼 (CRM/GA/어드민 혼합),연령대,CRM,숫자,(215밖),DIM_MEMBER.AGE_BAND,,필드인벤토리
3. 서비스,3-7. [회원] 앱참여수치분석보고 *월간기준 · 좌측 컬럼 (CRM/GA/어드민 혼합),지역,CRM,문자,공131,DIM_MEMBER.REGION,,필드인벤토리
3. 서비스,3-7. [회원] 앱참여수치분석보고 *월간기준 · 좌측 컬럼 (CRM/GA/어드민 혼합),후원사업,CRM,문자,,FACT_MEMBER_FEE.SPONSORSHIP_SK (회비) / DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK (획득),,교정등록부(OPENED_O45)
3. 서비스,3-7. [회원] 앱참여수치분석보고 *월간기준 · 좌측 컬럼 (CRM/GA/어드민 혼합),상위캠페인,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME,,교정등록부(OPENED_O45)
3. 서비스,3-7. [회원] 앱참여수치분석보고 *월간기준 · 좌측 컬럼 (CRM/GA/어드민 혼합),가입캠페인,CRM,문자,(215밖),DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME,,필드인벤토리
3. 서비스,3-7. [회원] 앱참여수치분석보고 *월간기준 · 좌측 컬럼 (CRM/GA/어드민 혼합),후원금액,CRM,문자,(215밖),DIM_MEMBER_ACQUISITION.ACQ_SPNSR_AMT,,필드인벤토리~
3. 서비스,3-7. [회원] 앱참여수치분석보고 *월간기준 · 좌측 컬럼 (CRM/GA/어드민 혼합),event_category,GA,문자,공99,DIM_GA_EVENT,,지표사전
3. 서비스,3-7. [회원] 앱참여수치분석보고 *월간기준 · 좌측 컬럼 (CRM/GA/어드민 혼합),Event_action,GA,문자,공101,DIM_GA_EVENT,,지표사전
3. 서비스,3-7. [회원] 앱참여수치분석보고 *월간기준 · 좌측 컬럼 (CRM/GA/어드민 혼합),Event_label,GA,문자,공100,DIM_GA_EVENT,,지표사전
3. 서비스,3-7. [회원] 앱참여수치분석보고 *월간기준 · 좌측 컬럼 (CRM/GA/어드민 혼합),세션 수,GA,숫자(회계),공97,FACT_GA_BEHAVIOR.SESSION_CNT,,필드인벤토리~
3. 서비스,3-7. [회원] 앱참여수치분석보고 *월간기준 · 좌측 컬럼 (CRM/GA/어드민 혼합),이벤트수,GA,숫자(회계),공95,FACT_GA_BEHAVIOR.EVENT_CNT,,필드인벤토리~
3. 서비스,3-7. [회원] 앱참여수치분석보고 *월간기준 · 좌측 컬럼 (CRM/GA/어드민 혼합),발송건수,어드민 > 모바일앱 > 푸시발송목록,숫자(회계),,FACT_SERVICE_EVENT.SEND_MEMBERS,,교정등록부(WRONG_UNIT)
3. 서비스,3-7. [회원] 앱참여수치분석보고 *월간기준 · 좌측 컬럼 (CRM/GA/어드민 혼합),성공건수,어드민 > 모바일앱 > 푸시발송목록,숫자(회계),,FACT_SERVICE_EVENT.SUCCESS_MEMBERS,,교정등록부(WRONG_UNIT)
3. 서비스,3-7. [회원] 앱참여수치분석보고 *월간기준 · 우측 GA 필드,event_category,GA,문자,공99,DIM_GA_EVENT,,지표사전
3. 서비스,3-7. [회원] 앱참여수치분석보고 *월간기준 · 우측 GA 필드,Event_action,GA,문자,공101,DIM_GA_EVENT,,지표사전
3. 서비스,3-7. [회원] 앱참여수치분석보고 *월간기준 · 우측 GA 필드,Event_label,GA,문자,공100,DIM_GA_EVENT,,지표사전
3. 서비스,3-7. [회원] 앱참여수치분석보고 *월간기준 · 우측 GA 필드,세션 수,GA,숫자(회계),공97,FACT_GA_BEHAVIOR.SESSION_CNT,,필드인벤토리~
3. 서비스,3-7. [회원] 앱참여수치분석보고 *월간기준 · 우측 GA 필드,이벤트수,GA,숫자(회계),공95,FACT_GA_BEHAVIOR.EVENT_CNT,,필드인벤토리~
